id,width,height,hotspot_x,hotspot_y,visible_pixels,visible_colors,aspect_ratio,localization_family
6732,37,98,62,18,1978,26,0.378,
6733,37,84,62,32,1860,26,0.440,
6734,38,90,62,26,1899,26,0.422,
6735,43,95,62,21,2032,26,0.453,
6736,38,88,61,28,1899,26,0.432,
6737,43,94,56,22,2012,25,0.457,
6738,37,71,62,45,1826,23,0.521,
6739,37,72,63,44,1823,20,0.514,
6740,36,72,64,44,1794,21,0.500,
6741,36,72,64,44,1792,25,0.500,
6742,44,32,60,60,775,1,1.375,
6743,40,25,66,64,722,1,1.600,
6744,55,20,62,67,728,1,2.750,
6745,65,22,58,68,771,1,2.955,
6746,69,24,56,68,788,1,2.875,
6747,65,21,58,68,752,1,3.095,
6748,54,19,62,68,710,1,2.842,
6749,40,25,65,64,707,1,1.600,
6750,35,70,62,44,1694,18,0.500,
6751,35,72,65,43,1644,18,0.486,
6752,40,74,63,42,1694,18,0.541,
6753,42,74,62,43,1700,18,0.568,
6754,44,73,60,44,1759,18,0.603,
6755,41,69,63,43,1762,18,0.594,
6756,39,70,64,42,1799,18,0.557,
6757,38,70,65,43,1752,18,0.543,
6758,66,23,49,67,777,1,2.870,
6759,63,23,50,67,796,1,2.739,
6760,56,23,54,66,826,1,2.435,
6761,45,27,63,66,799,1,1.667,
6762,44,29,64,65,783,1,1.517,
6763,46,27,63,66,824,1,1.704,
6764,56,23,54,66,840,1,2.435,
6765,63,24,50,66,812,1,2.625,
6766,44,72,54,45,1791,25,0.611,
6767,40,72,56,44,1746,25,0.556,
6768,34,72,60,43,1800,25,0.472,
6769,36,70,59,44,1704,25,0.514,
6770,35,68,62,45,1639,25,0.515,
6771,30,68,62,44,1588,25,0.441,
6772,34,68,60,43,1597,25,0.500,
6773,39,68,56,44,1615,25,0.574,
6774,45,32,62,60,730,1,1.406,
6775,44,30,63,61,708,1,1.467,
6776,45,25,63,64,674,1,1.800,
6777,55,21,54,68,677,1,2.619,
6778,64,24,50,68,742,1,2.667,
6779,56,20,54,68,686,1,2.800,
6780,46,25,63,64,700,1,1.840,
6781,46,30,62,61,727,1,1.533,
6782,35,70,63,44,1694,18,0.500,
6783,35,72,60,43,1644,18,0.486,
6784,40,74,57,42,1694,18,0.541,
6785,42,74,56,43,1700,18,0.568,
6786,44,73,56,44,1759,18,0.603,
6787,41,69,56,43,1762,18,0.594,
6788,39,70,57,42,1799,18,0.557,
6789,38,70,57,43,1752,18,0.543,
6790,67,23,57,66,762,1,2.913,
6791,54,23,62,66,752,1,2.348,
6792,40,27,66,66,694,1,1.481,
6793,42,29,63,65,714,1,1.448,
6794,45,30,59,65,717,1,1.500,
6795,39,29,65,65,685,1,1.345,
6796,39,27,66,66,681,1,1.444,
6797,54,23,62,66,735,1,2.348,
6798,44,72,62,45,1791,25,0.611,
6799,40,72,64,44,1746,25,0.556,
6800,34,72,66,43,1800,25,0.472,
6801,36,70,65,44,1704,25,0.514,
6802,35,68,63,45,1639,25,0.515,
6803,30,68,68,44,1588,25,0.441,
6804,34,68,66,43,1597,25,0.500,
6805,39,68,65,44,1615,25,0.574,
6806,41,21,63,68,626,1,1.952,
6807,43,22,63,67,686,1,1.955,
6808,43,22,63,67,701,1,1.955,
6809,42,22,63,67,670,1,1.909,
6810,41,21,63,68,626,1,1.952,
6811,39,20,63,69,574,1,1.950,
6812,39,19,63,70,544,1,2.053,
6813,39,20,63,69,561,1,1.950,
6814,50,63,64,19,1619,26,0.794,
6815,50,63,64,18,1619,26,0.794,
6816,50,63,64,17,1619,26,0.794,
6817,50,63,64,18,1619,26,0.794,
6818,50,63,64,19,1619,26,0.794,
6819,50,63,64,20,1619,26,0.794,
6820,50,63,64,21,1619,26,0.794,
6821,50,63,64,20,1619,26,0.794,
6822,45,23,63,67,728,1,1.957,
6823,47,25,63,65,789,1,1.880,
6824,47,25,63,65,823,1,1.880,
6825,46,24,63,66,784,1,1.917,
6826,45,23,63,67,728,1,1.957,
6827,43,22,63,68,682,1,1.955,
6828,42,22,63,68,642,1,1.909,
6829,42,22,63,68,665,1,1.909,
6830,57,73,46,27,1957,29,0.781,
6831,57,73,46,26,1957,29,0.781,
6832,57,73,46,25,1957,29,0.781,
6833,57,73,46,26,1957,29,0.781,
6834,57,73,46,27,1957,29,0.781,
6835,57,73,46,28,1957,29,0.781,
6836,57,73,46,29,1957,29,0.781,
6837,57,73,46,28,1957,29,0.781,
6838,45,21,62,68,610,1,2.143,
6839,47,22,62,67,663,1,2.136,
6840,48,22,62,67,682,1,2.182,
6841,47,22,62,67,658,1,2.136,
6842,45,21,62,68,610,1,2.143,
6843,44,20,62,69,560,1,2.200,
6844,43,19,62,70,534,1,2.263,
6845,43,20,62,69,555,1,2.150,
6846,50,63,46,19,1619,26,0.794,
6847,50,63,46,18,1619,26,0.794,
6848,50,63,46,17,1619,26,0.794,
6849,50,63,46,18,1619,26,0.794,
6850,50,63,46,19,1619,26,0.794,
6851,50,63,46,20,1619,26,0.794,
6852,50,63,46,21,1619,26,0.794,
6853,50,63,46,20,1619,26,0.794,
6854,42,22,62,67,627,1,1.909,
6855,44,24,62,65,687,1,1.833,
6856,45,24,62,65,707,1,1.875,
6857,44,23,62,66,673,1,1.913,
6858,42,22,62,67,627,1,1.909,
6859,40,22,63,68,583,1,1.818,
6860,40,22,62,68,554,1,1.818,
6861,39,22,63,68,571,1,1.773,
6862,57,73,57,27,1957,29,0.781,
6863,57,73,57,26,1957,29,0.781,
6864,57,73,57,25,1957,29,0.781,
6865,57,73,57,26,1957,29,0.781,
6866,57,73,57,27,1957,29,0.781,
6867,57,73,57,28,1957,29,0.781,
6868,57,73,57,29,1957,29,0.781,
6869,57,73,57,28,1957,29,0.781,
6870,38,73,61,43,1735,18,0.521,
6871,41,72,59,44,1816,25,0.569,
6872,38,73,61,43,1735,18,0.521,
6873,41,72,60,44,1816,25,0.569,
6874,48,54,57,56,1445,14,0.889,
6875,48,55,57,56,1448,14,0.873,
6876,48,54,57,56,1433,14,0.889,
6877,48,53,57,57,1426,14,0.906,
6878,48,54,57,65,1442,14,0.889,
6879,48,40,57,79,1157,11,1.200,
6880,43,27,57,92,681,9,1.593,
6881,21,10,69,109,127,7,2.100,
6882,50,55,56,53,1451,17,0.909,
6883,50,56,56,53,1453,17,0.893,
6884,50,55,56,53,1439,17,0.909,
6885,50,54,56,54,1436,17,0.926,
6886,50,55,56,59,1451,17,0.909,
6887,50,48,56,71,1347,17,1.042,
6888,44,32,62,87,832,17,1.375,
6889,26,16,69,103,240,10,1.625,
6890,48,54,56,56,1445,14,0.889,
6891,48,55,56,56,1448,14,0.873,
6892,48,54,56,56,1433,14,0.889,
6893,48,53,56,57,1426,14,0.906,
6894,48,54,56,65,1442,14,0.889,
6895,48,40,56,79,1157,11,1.200,
6896,43,27,61,92,681,9,1.593,
6897,21,10,71,109,127,7,2.100,
6898,50,55,54,53,1451,17,0.909,
6899,50,56,54,53,1453,17,0.893,
6900,50,55,54,53,1439,17,0.909,
6901,50,54,54,54,1436,17,0.926,
6902,50,55,54,59,1451,17,0.909,
6903,50,48,54,71,1347,17,1.042,
6904,44,32,54,87,832,17,1.375,
6905,26,16,65,103,240,10,1.625,
6906,45,59,61,209,1579,16,0.763,
6907,45,59,61,208,1579,16,0.763,
6908,45,59,61,207,1579,16,0.763,
6909,45,59,61,208,1579,16,0.763,
6910,45,59,61,209,1579,16,0.763,
6911,45,59,61,210,1579,16,0.763,
6912,45,59,61,211,1579,16,0.763,
6913,45,59,61,210,1579,16,0.763,
6914,46,52,54,209,1385,18,0.885,
6915,46,52,54,210,1385,18,0.885,
6916,46,52,54,211,1385,18,0.885,
6917,46,52,54,210,1385,18,0.885,
6918,46,52,54,209,1385,18,0.885,
6919,46,52,54,208,1385,18,0.885,
6920,46,52,54,207,1385,18,0.885,
6921,46,52,54,208,1385,18,0.885,
6922,45,59,55,209,1579,16,0.763,
6923,45,59,55,208,1579,16,0.763,
6924,45,59,55,207,1579,16,0.763,
6925,45,59,55,208,1579,16,0.763,
6926,45,59,55,209,1579,16,0.763,
6927,45,59,55,210,1579,16,0.763,
6928,45,59,55,211,1579,16,0.763,
6929,45,59,55,210,1579,16,0.763,
6930,46,52,60,209,1385,18,0.885,
6931,46,52,60,210,1385,18,0.885,
6932,46,52,60,211,1385,18,0.885,
6933,46,52,60,210,1385,18,0.885,
6934,46,52,60,209,1385,18,0.885,
6935,46,52,60,208,1385,18,0.885,
6936,46,52,60,207,1385,18,0.885,
6937,46,52,60,208,1385,18,0.885,
6938,35,58,65,228,1392,12,0.603,
6939,34,58,68,227,1414,12,0.586,
6940,34,60,70,224,1424,11,0.567,
6941,34,58,68,227,1414,12,0.586,
6942,34,57,63,228,1400,18,0.596,
6943,34,58,62,227,1445,18,0.586,
6944,35,57,61,228,1450,18,0.614,
6945,34,58,62,227,1445,18,0.586,
6946,35,58,61,228,1392,12,0.603,
6947,34,58,59,227,1414,12,0.586,
6948,34,60,57,224,1424,11,0.567,
6949,34,58,59,227,1414,12,0.586,
6950,34,57,63,228,1400,18,0.596,
6951,34,58,64,227,1443,18,0.586,
6952,35,57,64,228,1447,18,0.614,
6953,34,58,64,227,1443,18,0.586,
6954,35,58,65,228,1392,12,0.603,
6955,35,58,65,228,1417,12,0.603,
6956,35,56,65,230,1396,12,0.625,
6957,35,56,65,230,1380,12,0.625,
6958,35,56,65,230,1386,12,0.625,
6959,35,56,65,230,1380,12,0.625,
6960,35,56,65,230,1386,12,0.625,
6961,35,56,65,230,1380,12,0.625,
6962,35,56,65,230,1386,12,0.625,
6963,39,56,65,230,1460,18,0.696,
6964,44,56,65,230,1520,18,0.786,
6965,44,56,65,230,1522,18,0.786,
6966,44,56,65,230,1520,18,0.786,
6967,44,56,65,230,1518,18,0.786,
6968,44,56,65,230,1520,18,0.786,
6969,44,56,65,230,1522,18,0.786,
6970,42,58,66,228,1531,18,0.724,
6971,39,60,66,226,1469,17,0.650,
6972,36,60,66,226,1493,17,0.600,
6973,34,72,67,214,1544,17,0.472,
6974,36,86,68,200,1550,18,0.419,
6975,34,99,67,187,1543,17,0.343,
6976,34,108,66,178,1530,17,0.315,
6977,34,117,65,168,1534,17,0.291,
6978,34,122,64,162,1543,17,0.279,
6979,34,128,65,157,1528,17,0.266,
6980,34,133,66,153,1530,17,0.256,
6981,34,134,67,152,1541,17,0.254,
6982,38,129,66,157,1537,20,0.295,
6983,36,124,65,162,1521,19,0.290,
6984,36,116,63,170,1517,20,0.310,
6985,35,107,62,178,1523,21,0.327,
6986,35,96,61,188,1549,21,0.365,
6987,35,86,62,199,1525,21,0.407,
6988,36,76,63,210,1531,21,0.474,
6989,36,62,63,224,1446,21,0.581,
6990,36,59,63,227,1423,15,0.610,
6991,36,59,63,227,1423,15,0.610,
6992,36,59,63,227,1423,15,0.610,
6993,34,60,66,226,1425,11,0.567,
6994,34,58,66,228,1414,12,0.586,
6995,34,57,63,228,1400,18,0.596,
6996,34,57,63,228,1400,18,0.596,
6997,34,57,63,228,1400,18,0.596,
6998,34,54,63,231,1397,18,0.630,
6999,34,54,63,231,1401,18,0.630,
7000,34,54,63,231,1409,18,0.630,
7001,34,54,63,231,1396,17,0.630,
7002,34,54,63,231,1389,18,0.630,
7003,34,54,63,231,1397,18,0.630,
7004,34,54,63,231,1389,18,0.630,
7005,34,54,63,231,1389,17,0.630,
7006,34,54,63,231,1389,18,0.630,
7007,34,54,63,231,1397,18,0.630,
7008,34,54,63,231,1389,18,0.630,
7009,34,54,63,231,1389,17,0.630,
7010,34,54,63,231,1389,18,0.630,
7011,34,54,63,231,1397,18,0.630,
7012,34,54,63,231,1392,18,0.630,
7013,34,54,63,231,1389,18,0.630,
7014,34,54,63,231,1389,18,0.630,
7015,34,54,63,231,1389,18,0.630,
7016,34,54,63,231,1389,18,0.630,
7017,34,54,63,231,1389,18,0.630,
7018,34,54,63,231,1389,18,0.630,
7019,34,54,63,231,1389,18,0.630,
7020,34,57,63,228,1430,22,0.596,
7021,37,57,60,228,1447,22,0.649,
7022,37,57,60,228,1447,22,0.649,
7023,40,57,57,228,1489,24,0.702,
7024,43,57,54,228,1519,24,0.754,
7025,45,57,53,228,1569,24,0.789,
7026,45,57,53,228,1569,24,0.789,
7027,45,57,53,228,1570,24,0.789,
7028,45,57,53,228,1570,24,0.789,
7029,45,57,53,228,1569,24,0.789,
7030,45,57,53,228,1570,24,0.789,
7031,43,58,54,227,1529,24,0.741,
7032,46,57,50,228,1558,24,0.807,
7033,42,70,54,215,1554,24,0.600,
7034,38,81,57,202,1539,24,0.469,
7035,37,92,57,191,1572,24,0.402,
7036,36,102,59,181,1552,24,0.353,
7037,36,115,60,170,1555,24,0.313,
7038,35,125,62,160,1555,24,0.280,
7039,36,132,62,153,1559,24,0.273,
7040,34,136,63,149,1567,24,0.250,
7041,35,138,61,147,1556,24,0.254,
7042,36,136,59,147,1542,24,0.265,
7043,36,133,57,150,1550,24,0.271,
7044,36,127,59,156,1538,24,0.283,
7045,35,122,61,163,1539,24,0.287,
7046,34,114,63,171,1528,24,0.298,
7047,34,103,64,182,1537,24,0.330,
7048,34,89,63,196,1550,24,0.382,
7049,34,77,62,208,1541,24,0.442,
7050,34,61,62,224,1460,23,0.557,
7051,34,58,62,227,1435,24,0.586,
7052,34,58,62,227,1435,18,0.586,
7053,34,58,62,227,1435,18,0.586,
7054,34,54,62,231,1403,18,0.630,
7055,34,55,63,230,1386,18,0.618,
7056,34,57,63,228,1400,18,0.596,
7057,34,57,63,228,1400,18,0.596,
7058,35,58,60,228,1392,12,0.603,
7059,35,58,60,228,1417,12,0.603,
7060,35,56,60,230,1396,12,0.625,
7061,35,56,60,230,1380,12,0.625,
7062,35,56,60,230,1386,12,0.625,
7063,35,56,60,230,1380,12,0.625,
7064,35,56,60,230,1386,12,0.625,
7065,35,56,60,230,1380,12,0.625,
7066,35,56,60,230,1386,12,0.625,
7067,39,56,56,230,1460,18,0.696,
7068,44,56,51,230,1520,18,0.786,
7069,44,56,51,230,1522,18,0.786,
7070,44,56,51,230,1520,18,0.786,
7071,44,56,51,230,1518,18,0.786,
7072,44,56,51,230,1520,18,0.786,
7073,44,56,51,230,1522,18,0.786,
7074,42,58,52,228,1531,18,0.724,
7075,39,60,55,226,1469,17,0.650,
7076,36,60,58,226,1493,17,0.600,
7077,34,72,59,214,1544,17,0.472,
7078,36,86,56,200,1550,18,0.419,
7079,34,99,59,187,1543,17,0.343,
7080,34,108,60,178,1530,17,0.315,
7081,34,117,61,168,1534,17,0.291,
7082,34,122,62,162,1543,17,0.279,
7083,34,128,61,157,1528,17,0.266,
7084,34,133,60,153,1530,17,0.256,
7085,34,134,59,152,1541,17,0.254,
7086,38,129,56,157,1537,20,0.295,
7087,36,124,59,162,1521,19,0.290,
7088,36,116,61,170,1517,20,0.310,
7089,35,107,63,178,1523,21,0.327,
7090,35,96,64,188,1549,21,0.365,
7091,35,86,63,199,1525,21,0.407,
7092,36,76,61,210,1531,21,0.474,
7093,36,62,61,224,1446,21,0.581,
7094,36,59,61,227,1423,15,0.610,
7095,36,59,61,227,1423,15,0.610,
7096,36,59,61,227,1423,15,0.610,
7097,34,60,60,226,1425,11,0.567,
7098,34,58,60,228,1414,12,0.586,
7099,34,57,63,228,1400,18,0.596,
7100,34,57,63,228,1400,18,0.596,
7101,34,57,63,228,1400,18,0.596,
7102,34,54,63,231,1397,18,0.630,
7103,34,54,63,231,1401,18,0.630,
7104,34,54,63,231,1409,18,0.630,
7105,34,54,63,231,1396,17,0.630,
7106,34,54,63,231,1389,18,0.630,
7107,34,54,63,231,1397,18,0.630,
7108,34,54,63,231,1389,18,0.630,
7109,34,54,63,231,1389,17,0.630,
7110,34,54,63,231,1389,18,0.630,
7111,34,54,63,231,1397,18,0.630,
7112,34,54,63,231,1389,18,0.630,
7113,34,54,63,231,1389,17,0.630,
7114,34,54,63,231,1389,18,0.630,
7115,34,54,63,231,1397,18,0.630,
7116,34,54,63,231,1392,18,0.630,
7117,34,54,63,231,1389,18,0.630,
7118,34,54,63,231,1389,18,0.630,
7119,34,54,63,231,1389,18,0.630,
7120,34,54,63,231,1389,18,0.630,
7121,34,54,63,231,1389,18,0.630,
7122,34,54,63,231,1389,18,0.630,
7123,34,54,63,231,1389,18,0.630,
7124,34,57,63,228,1430,22,0.596,
7125,37,57,63,228,1447,22,0.649,
7126,37,57,63,228,1447,22,0.649,
7127,40,57,63,228,1489,24,0.702,
7128,43,57,63,228,1519,24,0.754,
7129,45,57,62,228,1569,24,0.789,
7130,45,57,62,228,1569,24,0.789,
7131,45,57,62,228,1570,24,0.789,
7132,45,57,62,228,1570,24,0.789,
7133,45,57,62,228,1569,24,0.789,
7134,45,57,62,228,1570,24,0.789,
7135,43,58,63,227,1529,24,0.741,
7136,46,57,64,228,1558,24,0.807,
7137,42,70,64,215,1554,24,0.600,
7138,38,81,65,202,1539,24,0.469,
7139,37,92,66,191,1572,24,0.402,
7140,36,102,65,181,1552,24,0.353,
7141,36,115,64,170,1555,24,0.313,
7142,35,125,63,160,1555,24,0.280,
7143,36,132,62,153,1559,24,0.273,
7144,34,136,63,149,1567,24,0.250,
7145,35,138,64,147,1556,24,0.254,
7146,36,136,65,147,1542,24,0.265,
7147,36,133,67,150,1550,24,0.271,
7148,36,127,65,156,1538,24,0.283,
7149,35,122,64,163,1539,24,0.287,
7150,34,114,63,171,1528,24,0.298,
7151,34,103,62,182,1537,24,0.330,
7152,34,89,63,196,1550,24,0.382,
7153,34,77,64,208,1541,24,0.442,
7154,34,61,64,224,1460,23,0.557,
7155,34,58,64,227,1435,24,0.586,
7156,34,58,64,227,1435,18,0.586,
7157,34,58,64,227,1435,18,0.586,
7158,34,54,64,231,1403,18,0.630,
7159,34,55,63,230,1386,18,0.618,
7160,34,57,63,228,1400,18,0.596,
7161,34,57,63,228,1400,18,0.596,
7162,34,58,65,228,1378,12,0.586,
7163,40,58,65,228,1433,12,0.690,
7164,44,58,65,228,1471,12,0.759,
7165,45,58,65,228,1488,12,0.776,
7166,39,56,65,230,1396,12,0.696,
7167,35,56,65,230,1365,12,0.625,
7168,35,58,65,228,1392,12,0.603,
7169,34,58,65,228,1374,12,0.586,
7170,34,57,63,228,1402,18,0.596,
7171,33,55,64,230,1384,18,0.600,
7172,34,55,63,230,1392,18,0.618,
7173,40,57,57,228,1442,18,0.702,
7174,44,57,53,228,1480,18,0.772,
7175,45,57,52,228,1497,18,0.789,
7176,38,54,59,231,1427,18,0.704,
7177,34,54,63,231,1397,18,0.630,
7178,34,58,62,228,1378,12,0.586,
7179,40,58,56,228,1433,12,0.690,
7180,44,58,52,228,1471,12,0.759,
7181,45,58,51,228,1488,12,0.776,
7182,39,56,57,230,1396,12,0.696,
7183,35,56,61,230,1365,12,0.625,
7184,35,58,61,228,1392,12,0.603,
7185,34,58,62,228,1374,12,0.586,
7186,34,57,63,228,1402,18,0.596,
7187,33,55,63,230,1384,18,0.600,
7188,34,55,63,230,1392,18,0.618,
7189,40,57,63,228,1442,18,0.702,
7190,44,57,63,228,1480,18,0.772,
7191,45,57,63,228,1497,18,0.789,
7192,38,54,63,231,1427,18,0.704,
7193,34,54,63,231,1397,18,0.630,
7194,48,54,54,232,1445,14,0.889,
7195,48,55,54,232,1448,14,0.873,
7196,48,54,54,232,1433,14,0.889,
7197,48,53,54,232,1426,14,0.906,
7198,50,55,58,231,1451,17,0.909,
7199,50,56,58,231,1453,17,0.893,
7200,50,55,58,231,1439,17,0.909,
7201,50,54,58,231,1436,17,0.926,
7202,48,54,59,232,1445,14,0.889,
7203,48,55,59,232,1448,14,0.873,
7204,48,54,59,232,1433,14,0.889,
7205,48,53,59,232,1426,14,0.906,
7206,50,55,52,231,1451,17,0.909,
7207,50,56,52,231,1453,17,0.893,
7208,50,55,52,231,1439,17,0.909,
7209,50,54,52,231,1436,17,0.926,
7210,41,58,65,228,1518,13,0.707,
7211,40,58,65,228,1502,13,0.690,
7212,39,58,65,228,1487,13,0.672,
7213,40,58,65,228,1502,13,0.690,
7214,34,57,63,228,1416,18,0.596,
7215,34,57,63,228,1416,18,0.596,
7216,34,57,63,228,1416,18,0.596,
7217,34,57,63,228,1416,18,0.596,
7218,41,58,55,228,1518,13,0.707,
7219,40,58,56,228,1502,13,0.690,
7220,39,58,57,228,1487,13,0.672,
7221,40,58,56,228,1502,13,0.690,
7222,34,57,63,228,1416,18,0.596,
7223,34,57,63,228,1416,18,0.596,
7224,34,57,63,228,1416,18,0.596,
7225,34,57,63,228,1416,18,0.596,
7226,35,58,64,229,1432,15,0.603,
7227,35,58,64,228,1429,14,0.603,
7228,35,58,64,227,1422,14,0.603,
7229,35,55,64,228,1393,14,0.636,
7230,35,55,64,229,1388,14,0.636,
7231,35,57,64,228,1392,14,0.614,
7232,35,58,64,227,1423,14,0.603,
7233,35,58,64,228,1435,14,0.603,
7234,34,58,63,228,1387,20,0.586,
7235,34,58,63,227,1401,20,0.586,
7236,34,56,63,228,1380,20,0.607,
7237,34,55,63,229,1386,20,0.618,
7238,34,56,63,228,1406,20,0.607,
7239,34,57,63,227,1436,20,0.596,
7240,36,55,62,228,1399,20,0.655,
7241,34,58,63,229,1401,20,0.586,
7242,35,58,61,229,1432,15,0.603,
7243,35,58,61,228,1429,14,0.603,
7244,35,58,61,227,1422,14,0.603,
7245,35,55,61,228,1393,14,0.636,
7246,35,55,61,229,1388,14,0.636,
7247,35,57,61,228,1392,14,0.614,
7248,35,58,61,227,1423,14,0.603,
7249,35,58,61,228,1435,14,0.603,
7250,34,58,63,228,1387,20,0.586,
7251,34,58,63,227,1401,20,0.586,
7252,34,56,63,228,1380,20,0.607,
7253,34,55,63,229,1386,20,0.618,
7254,34,56,63,228,1406,20,0.607,
7255,34,57,63,227,1436,20,0.596,
7256,36,55,62,228,1399,20,0.655,
7257,34,58,63,229,1401,20,0.586,
7258,35,60,71,209,1468,15,0.583,
7259,35,60,71,208,1468,15,0.583,
7260,35,60,71,207,1468,15,0.583,
7261,35,60,71,208,1468,15,0.583,
7262,35,60,71,209,1468,15,0.583,
7263,35,60,71,210,1468,15,0.583,
7264,35,60,71,211,1468,15,0.583,
7265,35,60,71,210,1468,15,0.583,
7266,34,62,54,211,1504,18,0.548,
7267,34,62,54,210,1504,18,0.548,
7268,34,62,54,209,1504,18,0.548,
7269,34,62,54,210,1504,18,0.548,
7270,34,62,54,211,1504,18,0.548,
7271,34,62,54,212,1504,18,0.548,
7272,34,62,54,213,1504,18,0.548,
7273,34,62,54,212,1504,18,0.548,
7274,35,60,55,209,1468,15,0.583,
7275,35,60,55,208,1468,15,0.583,
7276,35,60,55,207,1468,15,0.583,
7277,35,60,55,208,1468,15,0.583,
7278,35,60,55,209,1468,15,0.583,
7279,35,60,55,210,1468,15,0.583,
7280,35,60,55,211,1468,15,0.583,
7281,35,60,55,210,1468,15,0.583,
7282,34,62,72,211,1504,18,0.548,
7283,34,62,72,210,1504,18,0.548,
7284,34,62,72,209,1504,18,0.548,
7285,34,62,72,210,1504,18,0.548,
7286,34,62,72,211,1504,18,0.548,
7287,34,62,72,212,1504,18,0.548,
7288,34,62,72,213,1504,18,0.548,
7289,34,62,72,212,1504,18,0.548,
7290,35,58,64,228,1392,14,0.603,
7291,34,57,63,228,1400,20,0.596,
7292,35,58,61,228,1392,14,0.603,
7293,34,57,63,228,1400,20,0.596,
7294,21,26,69,88,352,15,0.808,
7295,21,26,70,88,352,16,0.808,
7296,21,26,70,88,352,15,0.808,
7297,21,26,69,88,352,16,0.808,
7298,17,11,75,274,135,1,1.545,
7299,22,28,70,76,367,17,0.786,
7300,22,28,70,75,367,17,0.786,
7301,22,28,70,74,367,17,0.786,
7302,22,28,70,75,367,17,0.786,
7303,22,28,70,76,367,17,0.786,
7304,22,28,70,77,367,17,0.786,
7305,22,28,70,78,367,17,0.786,
7306,22,28,70,77,367,17,0.786,
7307,22,24,68,76,318,19,0.917,
7308,22,24,68,75,318,19,0.917,
7309,22,24,68,74,318,19,0.917,
7310,22,24,68,75,318,19,0.917,
7311,22,24,68,76,318,19,0.917,
7312,22,24,68,77,318,19,0.917,
7313,22,24,68,78,318,19,0.917,
7314,22,24,68,77,318,19,0.917,
7315,22,28,68,76,367,17,0.786,
7316,22,28,68,75,367,17,0.786,
7317,22,28,68,74,367,17,0.786,
7318,22,28,68,75,367,17,0.786,
7319,22,28,68,76,367,17,0.786,
7320,22,28,68,77,367,17,0.786,
7321,22,28,68,78,367,17,0.786,
7322,22,28,68,77,367,17,0.786,
7323,22,24,70,76,318,19,0.917,
7324,22,24,70,75,318,19,0.917,
7325,22,24,70,74,318,19,0.917,
7326,22,24,70,75,318,19,0.917,
7327,22,24,70,76,318,19,0.917,
7328,22,24,70,77,318,19,0.917,
7329,22,24,70,78,318,19,0.917,
7330,22,24,70,77,318,19,0.917,
7331,17,28,72,255,331,13,0.607,
7332,16,28,74,254,338,13,0.571,
7333,16,29,75,253,345,11,0.552,
7334,17,28,72,255,331,13,0.607,
7335,16,27,72,86,330,18,0.593,
7336,17,28,71,85,346,19,0.607,
7337,18,28,70,85,346,19,0.643,
7338,17,28,71,85,346,19,0.607,
7339,17,28,71,255,331,13,0.607,
7340,16,28,70,254,338,13,0.571,
7341,16,29,69,253,345,11,0.552,
7342,16,28,70,254,338,13,0.571,
7343,16,27,72,86,330,18,0.593,
7344,17,28,72,85,346,19,0.607,
7345,18,28,72,85,346,19,0.643,
7346,17,28,72,85,346,19,0.607,
7347,17,28,72,85,331,13,0.607,
7348,20,27,72,86,332,13,0.741,
7349,22,27,72,86,338,13,0.815,
7350,22,27,72,86,342,13,0.815,
7351,20,27,72,86,331,14,0.741,
7352,17,27,72,86,320,14,0.630,
7353,17,28,72,85,330,13,0.607,
7354,17,28,72,85,328,13,0.607,
7355,16,27,72,86,330,18,0.593,
7356,16,27,72,86,332,17,0.593,
7357,17,27,71,86,336,17,0.630,
7358,20,27,68,86,341,18,0.741,
7359,22,27,66,86,351,18,0.815,
7360,22,27,66,86,353,18,0.815,
7361,19,27,69,86,341,16,0.704,
7362,17,27,71,86,332,16,0.630,
7363,17,28,71,85,331,13,0.607,
7364,20,27,68,86,332,13,0.741,
7365,22,27,66,86,338,13,0.815,
7366,22,27,66,86,342,13,0.815,
7367,20,27,68,86,331,14,0.741,
7368,17,27,71,86,320,14,0.630,
7369,17,28,71,85,330,13,0.607,
7370,17,28,71,85,328,13,0.607,
7371,16,27,72,86,330,18,0.593,
7372,16,27,72,86,332,17,0.593,
7373,17,27,72,86,336,17,0.630,
7374,20,27,72,86,341,18,0.741,
7375,22,27,72,86,351,18,0.815,
7376,22,27,72,86,353,18,0.815,
7377,19,27,72,86,341,16,0.704,
7378,17,27,72,86,332,16,0.630,
7379,20,28,72,85,362,13,0.714,
7380,20,28,72,85,361,13,0.714,
7381,20,28,72,85,353,13,0.714,
7382,20,28,72,85,358,13,0.714,
7383,16,28,72,85,345,18,0.571,
7384,16,28,72,85,345,18,0.571,
7385,16,28,72,85,345,18,0.571,
7386,16,28,72,85,345,18,0.571,
7387,20,28,68,85,362,13,0.714,
7388,20,28,68,85,361,13,0.714,
7389,20,28,68,85,353,13,0.714,
7390,20,28,68,85,358,13,0.714,
7391,16,28,72,85,345,18,0.571,
7392,16,28,72,85,345,18,0.571,
7393,16,28,72,85,345,18,0.571,
7394,16,28,72,85,345,18,0.571,
7395,17,30,75,74,350,17,0.567,
7396,17,30,75,73,350,17,0.567,
7397,17,30,75,72,350,17,0.567,
7398,17,30,75,73,350,17,0.567,
7399,17,30,75,74,350,17,0.567,
7400,17,30,75,75,350,17,0.567,
7401,17,30,75,76,350,17,0.567,
7402,17,30,75,75,350,17,0.567,
7403,16,31,68,75,368,21,0.516,
7404,16,31,68,74,368,21,0.516,
